user_country,room_view,stay_type,original_lang,Month,rating,review_post_date,stay_duration_days,combined_name
Greece,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en,2024-08,7.0,2024-08-04,3,Numa Portico - numa-i-portico-rooms
Canada,Small Room - Single Bed,Solo traveller,en-us,2024-07,8.0,2024-07-27,3,Numa Portico - numa-i-portico-rooms
United Kingdom,Standard Room,Couple,en,2024-07,8.0,2024-07-26,2,Numa Portico - numa-i-portico-rooms
Cyprus,"Connecting rooms - Two Bedrooms, One Bathroom",Group,en,2024-07,7.0,2024-07-25,3,Numa Portico - numa-i-portico-rooms
Saudi Arabia,Small Room - Single Bed,Solo traveller,en-us,2024-12,10.0,2024-12-31,3,Numa Portico - numa-i-portico-rooms
Canada,Standard Room,Couple,en-us,2024-12,5.0,2024-12-18,7,Numa Portico - numa-i-portico-rooms
France,Standard Room,Couple,en-us,2024-10,10.0,2024-10-28,2,Numa Portico - numa-i-portico-rooms
Australia,Standard Room,Family,en,2024-10,5.0,2024-10-28,1,Numa Portico - numa-i-portico-rooms
Australia,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en,2024-10,5.0,2024-10-28,5,Numa Portico - numa-i-portico-rooms
United Kingdom,Standard Room,Couple,en-us,2024-10,10.0,2024-10-01,3,Numa Portico - numa-i-portico-rooms
Netherlands,Small Room - Single Bed,Solo traveller,en,2024-09,10.0,2024-09-17,3,Numa Portico - numa-i-portico-rooms
Moldova,Standard Room,Family,en,2024-09,10.0,2024-09-08,2,Numa Portico - numa-i-portico-rooms
Netherlands,Small Room - Single Bed,Solo traveller,en-us,2024-09,10.0,2024-09-05,3,Numa Portico - numa-i-portico-rooms
United Arab Emirates,Standard Room,Solo traveller,en-us,2024-09,10.0,2024-09-01,3,Numa Portico - numa-i-portico-rooms
United Arab Emirates,Standard Room,Solo traveller,en-us,2024-08,10.0,2024-08-29,4,Numa Portico - numa-i-portico-rooms
Germany,Standard Room with Terrace,Group,en,2024-08,10.0,2024-08-25,3,Numa Portico - numa-i-portico-rooms
United States,Standard Room,Couple,en-us,2024-08,10.0,2024-08-06,3,Numa Portico - numa-i-portico-rooms
Canada,Small Room - Single Bed,Solo traveller,en-us,2024-08,10.0,2024-08-02,2,Numa Portico - numa-i-portico-rooms
United Kingdom,Small Room - Single Bed,Solo traveller,en,2024-08,10.0,2024-08-01,4,Numa Portico - numa-i-portico-rooms
Austria,Standard Room,Couple,en-us,2024-07,10.0,2024-07-23,3,Numa Portico - numa-i-portico-rooms
Italy,Small Room - Single Bed,Solo traveller,zh,2024-12,8.0,2024-12-29,3,Numa Portico - numa-i-portico-rooms
Italy,Standard Room,Family,it,2024-12,9.0,2024-12-20,2,Numa Portico - numa-i-portico-rooms
Tunisia,Standard Room,Family,fr,2024-12,9.0,2024-12-14,5,Numa Portico - numa-i-portico-rooms
Poland,Small Room with Terrace,Solo traveller,pl,2024-12,9.0,2024-12-11,3,Numa Portico - numa-i-portico-rooms
Italy,Small Room - Single Bed,Solo traveller,it,2024-12,7.0,2024-12-09,2,Numa Portico - numa-i-portico-rooms
Brazil,Small Room - Single Bed,Solo traveller,pt-br,2024-11,9.0,2024-11-24,8,Numa Portico - numa-i-portico-rooms
Italy,Standard Room,Family,it,2024-11,9.0,2024-11-15,3,Numa Portico - numa-i-portico-rooms
Spain,"Connecting rooms - Two Bedrooms, One Bathroom",Family,ja,2024-11,7.0,2024-11-09,2,Numa Portico - numa-i-portico-rooms
Spain,"Connecting rooms - Two Bedrooms, One Bathroom",Family,es,2024-10,8.0,2024-10-10,3,Numa Portico - numa-i-portico-rooms
France,Standard Room,Solo traveller,fr,2024-10,7.0,2024-10-03,5,Numa Portico - numa-i-portico-rooms
Netherlands,Standard Room,Solo traveller,es,2024-10,9.0,2024-10-02,3,Numa Portico - numa-i-portico-rooms
Italy,Standard Room,Couple,it,2024-09,8.0,2024-09-30,5,Numa Portico - numa-i-portico-rooms
Italy,Standard Room,Family,it,2024-09,8.0,2024-09-18,1,Numa Portico - numa-i-portico-rooms
Turkey,Standard Room,Couple,tr,2024-08,9.0,2024-08-29,4,Numa Portico - numa-i-portico-rooms
Croatia,Standard Room,Couple,de,2024-08,8.0,2024-08-23,3,Numa Portico - numa-i-portico-rooms
Italy,Standard Room,Couple,it,2024-08,9.0,2024-08-17,3,Numa Portico - numa-i-portico-rooms
Turkey,Standard Room with Terrace,Couple,tr,2024-08,7.0,2024-08-17,4,Numa Portico - numa-i-portico-rooms
Netherlands,Standard Room,Couple,tr,2024-08,7.0,2024-08-11,4,Numa Portico - numa-i-portico-rooms
Turkey,Small Room - Single Bed,Solo traveller,tr,2024-08,8.0,2024-08-01,1,Numa Portico - numa-i-portico-rooms
United Kingdom,Standard Room,Couple,zh,2024-07,9.0,2024-07-25,3,Numa Portico - numa-i-portico-rooms
Poland,"Connecting rooms - Two Bedrooms, One Bathroom",Family,pl,2024-07,9.0,2024-07-24,3,Numa Portico - numa-i-portico-rooms
Switzerland,Small Room with Terrace,Family,it,2024-07,8.0,2024-07-20,1,Numa Portico - numa-i-portico-rooms
Turkey,"Connecting rooms - Two Bedrooms, One Bathroom",Group,tr,2024-07,9.0,2024-07-19,2,Numa Portico - numa-i-portico-rooms
Spain,"Connecting rooms - Two Bedrooms, One Bathroom",Group,es,2024-07,9.0,2024-07-18,4,Numa Portico - numa-i-portico-rooms
Turkey,Small Room - Single Bed,Solo traveller,tr,2024-07,9.0,2024-07-17,3,Numa Portico - numa-i-portico-rooms
Israel,"Connecting rooms - Two Bedrooms, One Bathroom",Family,he,2024-07,9.0,2024-07-16,4,Numa Portico - numa-i-portico-rooms
Chile,Small Room - Single Bed,Solo traveller,es,2024-07,9.0,2024-07-15,1,Numa Portico - numa-i-portico-rooms
Italy,Standard Room,Couple,it,2024-07,8.0,2024-07-12,2,Numa Portico - numa-i-portico-rooms
Turkey,Standard Room,Couple,tr,2024-07,9.0,2024-07-11,4,Numa Portico - numa-i-portico-rooms
Italy,"Connecting rooms - Two Bedrooms, One Bathroom",Family,it,2024-12,10.0,2024-12-12,1,Numa Portico - numa-i-portico-rooms
Portugal,Small Room - Single Bed,Solo traveller,pt,2024-12,10.0,2024-12-12,2,Numa Portico - numa-i-portico-rooms
Belgium,Standard Room,Group,fr,2024-12,10.0,2024-12-08,3,Numa Portico - numa-i-portico-rooms
Italy,Standard Room,Couple,it,2024-12,2.0,2024-12-05,2,Numa Portico - numa-i-portico-rooms
South Korea,Standard Room with Terrace,Solo traveller,ko,2024-11,10.0,2024-11-21,2,Numa Portico - numa-i-portico-rooms
France,Standard Room,Couple,fr,2024-11,10.0,2024-11-18,4,Numa Portico - numa-i-portico-rooms
France,Standard Room,Couple,fr,2024-11,10.0,2024-11-11,2,Numa Portico - numa-i-portico-rooms
Switzerland,"Connecting rooms - Two Bedrooms, One Bathroom",Group,it,2024-11,10.0,2024-11-07,2,Numa Portico - numa-i-portico-rooms
Israel,"Connecting rooms - Two Bedrooms, One Bathroom",Group,he,2024-10,10.0,2024-10-15,1,Numa Portico - numa-i-portico-rooms
Israel,Standard Room,Couple,he,2024-10,10.0,2024-10-14,5,Numa Portico - numa-i-portico-rooms
Saudi Arabia,"Connecting rooms - Two Bedrooms, One Bathroom",Family,ar,2024-09,10.0,2024-09-29,2,Numa Portico - numa-i-portico-rooms
Turkey,Standard Room,Couple,tr,2024-09,10.0,2024-09-08,3,Numa Portico - numa-i-portico-rooms
Kazakhstan,Standard Room,Family,ru,2024-09,5.0,2024-09-06,2,Numa Portico - numa-i-portico-rooms
Spain,Standard Room,Couple,es,2024-08,10.0,2024-08-19,3,Numa Portico - numa-i-portico-rooms
France,Standard Room with Terrace,Family,fr,2024-08,10.0,2024-08-12,4,Numa Portico - numa-i-portico-rooms
Germany,Small Room - Single Bed,Solo traveller,de,2024-07,6.0,2024-07-28,3,Numa Portico - numa-i-portico-rooms
Brazil,Standard Room,Family,pt-br,2024-07,10.0,2024-07-27,2,Numa Portico - numa-i-portico-rooms
Sweden,Standard Room with Terrace,Couple,sv,2024-07,10.0,2024-07-27,2,Numa Portico - numa-i-portico-rooms
Turkey,Standard Room,Solo traveller,tr,2024-07,10.0,2024-07-23,3,Numa Portico - numa-i-portico-rooms
Germany,Small Room with Terrace,Couple,de,2024-07,10.0,2024-07-16,4,Numa Portico - numa-i-portico-rooms
Ukraine,Large Studio with Kitchenette,Couple,en,2024-12,10.0,2024-12-08,4,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room,Couple,en,2024-12,9.0,2024-12-28,5,Numa Arc - numa-i-arc-rooms-amp-apartments
Albania,Large Studio with Kitchenette,Couple,en-us,2024-12,9.0,2024-12-27,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Belgium,Medium Studio with Kitchenette,Couple,en,2024-12,9.0,2024-12-20,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Portugal,Large Studio with Kitchenette,Solo traveller,en,2024-12,8.0,2024-12-16,7,Numa Arc - numa-i-arc-rooms-amp-apartments
Bulgaria,Medium Studio with Kitchenette,Couple,en-us,2024-12,7.0,2024-12-13,6,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Family,en,2024-12,8.0,2024-12-12,6,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Couple,en,2024-12,7.0,2024-12-02,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Switzerland,Large Room - Accessible,Family,en-us,2024-11,8.0,2024-11-30,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Israel,Medium Room,Couple,en-us,2024-11,7.0,2024-11-29,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Studio with Kitchenette,Couple,en,2024-11,8.0,2024-11-29,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Israel,Medium Studio with Kitchenette,Solo traveller,en-us,2024-11,9.0,2024-11-24,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Canada,Medium Room,Couple,en-us,2024-11,9.0,2024-11-18,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Netherlands,Medium Room,Group,en-us,2024-11,9.0,2024-11-18,2,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room,Couple,en,2024-11,7.0,2024-11-15,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Poland,Medium Room,Couple,en,2024-11,8.0,2024-11-09,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Georgia,Large Studio with Kitchenette,Couple,en,2024-11,9.0,2024-11-08,7,Numa Arc - numa-i-arc-rooms-amp-apartments
Netherlands,Medium Studio with Kitchenette,Solo traveller,en,2024-11,8.0,2024-11-06,4,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Studio with Kitchenette,Family,en,2024-11,9.0,2024-11-01,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Germany,Extra Large Studio with Kitchenette,Solo traveller,en,2024-10,7.0,2024-10-26,7,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room - Twin Beds,Family,en,2024-10,7.0,2024-10-26,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Family,en,2024-10,9.0,2024-10-26,7,Numa Arc - numa-i-arc-rooms-amp-apartments
Italy,Medium Room,Family,en,2024-10,8.0,2024-10-25,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Romania,Large Studio with Kitchenette,Couple,en,2024-10,9.0,2024-10-22,4,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room,Couple,en,2024-10,8.0,2024-10-19,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Australia,Medium Room,Couple,en,2024-10,9.0,2024-10-16,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Russia,Large Studio with Kitchenette,Couple,en-us,2024-10,8.0,2024-10-14,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Portugal,Medium Room,Couple,en,2024-10,9.0,2024-10-13,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Italy,Medium Room - Twin Beds,Group,en,2024-10,9.0,2024-10-12,3,Numa Arc - numa-i-arc-rooms-amp-apartments
New Zealand,Large Studio with Kitchenette,Couple,en,2024-10,8.0,2024-10-11,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Couple,en,2024-10,9.0,2024-10-08,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Portugal,Medium Studio with Kitchenette,Group,en,2024-10,9.0,2024-10-05,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Japan,Medium Studio with Kitchenette,Solo traveller,en-us,2024-09,9.0,2024-09-30,5,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Couple,en,2024-09,9.0,2024-09-26,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Couple,en,2024-09,9.0,2024-09-22,3,Numa Arc - numa-i-arc-rooms-amp-apartments
South Africa,Medium Room,Couple,en,2024-09,9.0,2024-09-19,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Australia,Medium Room,Solo traveller,en,2024-09,7.0,2024-09-17,5,Numa Arc - numa-i-arc-rooms-amp-apartments
United States,Large Studio with Kitchenette,Solo traveller,en-us,2024-09,9.0,2024-09-16,7,Numa Arc - numa-i-arc-rooms-amp-apartments
Poland,Medium Room - Twin Beds,Family,en,2024-09,9.0,2024-09-12,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room,Couple,en,2024-09,8.0,2024-09-09,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Italy,Large Studio with Kitchenette,Solo traveller,en,2024-09,8.0,2024-09-06,7,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Couple,en,2024-09,9.0,2024-09-04,4,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Couple,en-us,2024-09,9.0,2024-09-01,8,Numa Arc - numa-i-arc-rooms-amp-apartments
Poland,Medium Room - Twin Beds,Group,en,2024-09,8.0,2024-09-01,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Norway,Medium Room,Couple,en-us,2024-08,8.0,2024-08-30,1,Numa Arc - numa-i-arc-rooms-amp-apartments
Germany,Medium Room,Couple,en-us,2024-08,7.0,2024-08-26,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Serbia,Large Studio with Kitchenette,Couple,en,2024-08,8.0,2024-08-24,13,Numa Arc - numa-i-arc-rooms-amp-apartments
Lithuania,Large Studio with Kitchenette,Couple,en,2024-08,7.0,2024-08-23,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Lithuania,Medium Room,Couple,en,2024-08,9.0,2024-08-19,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Netherlands,Large Studio with Kitchenette,Couple,en,2024-08,8.0,2024-08-16,6,Numa Arc - numa-i-arc-rooms-amp-apartments
Estonia,Large Studio with Kitchenette,Couple,en,2024-08,9.0,2024-08-12,4,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Studio with Kitchenette,Family,en,2024-08,9.0,2024-08-07,2,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room - Twin Beds,Family,en,2024-08,8.0,2024-08-06,2,Numa Arc - numa-i-arc-rooms-amp-apartments
France,Medium Room,Couple,en,2024-08,8.0,2024-08-06,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Estonia,Large Studio with Kitchenette,Family,en,2024-07,8.0,2024-07-26,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Poland,Medium Room,Couple,en,2024-07,8.0,2024-07-23,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Italy,Medium Room,Family,en,2024-07,9.0,2024-07-22,1,Numa Arc - numa-i-arc-rooms-amp-apartments
Switzerland,Large Studio with Kitchenette,Solo traveller,en,2024-07,8.0,2024-07-13,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Bulgaria,1 Bedroom Apartment with Sofa Bed,Group,en-us,2024-07,9.0,2024-07-13,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room,Family,en-us,2024-12,2.0,2024-12-30,5,Numa Arc - numa-i-arc-rooms-amp-apartments
Italy,Medium Room,Couple,en,2024-12,10.0,2024-12-30,1,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room - Twin Beds,Couple,en,2024-12,5.0,2024-12-29,1,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room,Couple,en,2024-12,6.0,2024-12-25,4,Numa Arc - numa-i-arc-rooms-amp-apartments
China,Medium Studio with Kitchenette,Family,en,2024-12,3.0,2024-12-25,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Portugal,Medium Studio with Kitchenette,Group,en-us,2024-12,10.0,2024-12-20,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Studio with Kitchenette,Solo traveller,en,2024-12,10.0,2024-12-19,4,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Couple,en,2024-12,4.0,2024-12-15,7,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Couple,en,2024-12,10.0,2024-12-14,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,1 Bedroom Apartment with Sofa Bed,Group,en,2024-12,10.0,2024-12-14,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Greece,Medium Studio with Kitchenette,Couple,en,2024-12,10.0,2024-12-13,2,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Couple,en,2024-12,4.0,2024-12-11,5,Numa Arc - numa-i-arc-rooms-amp-apartments
Germany,1 Bedroom Apartment with Sofa Bed,Family,en,2024-12,10.0,2024-12-09,2,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Family,en,2024-12,10.0,2024-12-02,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Family,en,2024-12,10.0,2024-12-01,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United States,Medium Studio with Kitchenette,Couple,en,2024-11,10.0,2024-11-27,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room,Couple,en,2024-11,10.0,2024-11-25,1,Numa Arc - numa-i-arc-rooms-amp-apartments
Ukraine,Medium Room,Family,en,2024-11,1.0,2024-11-24,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Lithuania,Large Studio with Kitchenette,Group,en-us,2024-11,10.0,2024-11-23,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Netherlands,Large Studio with Kitchenette,Solo traveller,en,2024-11,6.0,2024-11-22,5,Numa Arc - numa-i-arc-rooms-amp-apartments
Italy,Medium Room,Couple,en-us,2024-11,10.0,2024-11-16,5,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Studio with Kitchenette,Group,en,2024-11,6.0,2024-11-12,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Portugal,Large Studio with Kitchenette,Couple,en,2024-11,10.0,2024-11-10,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Couple,en,2024-11,5.0,2024-11-08,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Germany,Large Studio with Kitchenette,Solo traveller,en-us,2024-11,10.0,2024-11-07,1,Numa Arc - numa-i-arc-rooms-amp-apartments
United Arab Emirates,Medium Studio with Kitchenette,Family,en-us,2024-11,6.0,2024-11-06,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Netherlands,Medium Room - Twin Beds,Group,en,2024-11,6.0,2024-11-04,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Turkey,Medium Room,Couple,en-us,2024-10,10.0,2024-10-30,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Serbia,Large Studio with Kitchenette,Couple,en,2024-10,10.0,2024-10-29,2,Numa Arc - numa-i-arc-rooms-amp-apartments
United States,Medium Room,Family,en-us,2024-10,10.0,2024-10-20,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Germany,Medium Room,Solo traveller,en,2024-10,10.0,2024-10-14,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Large Studio with Kitchenette,Couple,en,2024-10,4.0,2024-10-13,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Lithuania,Large Studio with Kitchenette,Solo traveller,en-us,2024-10,10.0,2024-10-12,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Israel,Large Studio with Kitchenette,Couple,en-us,2024-10,1.0,2024-10-11,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Australia,Medium Studio with Kitchenette,Couple,en,2024-10,6.0,2024-10-08,5,Numa Arc - numa-i-arc-rooms-amp-apartments
Italy,Large Studio with Kitchenette,Couple,en,2024-10,6.0,2024-10-03,4,Numa Arc - numa-i-arc-rooms-amp-apartments
India,Extra Large Studio with Kitchenette,Couple,en,2024-10,6.0,2024-10-02,4,Numa Arc - numa-i-arc-rooms-amp-apartments
United States,Medium Room,Couple,en-us,2024-10,6.0,2024-10-02,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Indonesia,Medium Room,Couple,en,2024-10,10.0,2024-10-01,4,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Studio with Kitchenette,Couple,en,2024-10,10.0,2024-10-01,4,Numa Arc - numa-i-arc-rooms-amp-apartments
United States,Medium Room,Group,en-us,2024-09,10.0,2024-09-23,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room - Twin Beds,Group,en,2024-09,6.0,2024-09-23,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Australia,Large Studio with Kitchenette,Solo traveller,en,2024-09,10.0,2024-09-23,6,Numa Arc - numa-i-arc-rooms-amp-apartments
Turkey,Medium Room,Solo traveller,en,2024-09,10.0,2024-09-22,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Ukraine,Medium Room,Solo traveller,en,2024-09,10.0,2024-09-20,1,Numa Arc - numa-i-arc-rooms-amp-apartments
Canada,Medium Room - Twin Beds,Group,en-us,2024-09,10.0,2024-09-20,2,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room - Twin Beds,Solo traveller,en,2024-09,6.0,2024-09-13,5,Numa Arc - numa-i-arc-rooms-amp-apartments
Australia,Medium Room,Couple,en,2024-09,4.0,2024-09-11,4,Numa Arc - numa-i-arc-rooms-amp-apartments
United States,Large Studio with Kitchenette,Couple,en-us,2024-09,10.0,2024-09-07,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Germany,Medium Room,Couple,en-us,2024-09,6.0,2024-09-07,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Australia,Medium Room,Solo traveller,en,2024-09,10.0,2024-09-06,3,Numa Arc - numa-i-arc-rooms-amp-apartments
United Kingdom,Medium Room,Couple,en,2024-09,5.0,2024-09-05,3,Numa Arc - numa-i-arc-rooms-amp-apartments
Australia,Extra Large Studio with Kitchenette,Couple,en,2024-09,1.0,2024-09-05,4,Numa Arc - numa-i-arc-rooms-amp-apartments
Poland,Medium Room,Couple,en-us,2024-09,10.0,2024-09-04,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Turkey,Large Room - Accessible,Family,en,2024-08,10.0,2024-08-27,2,Numa Arc - numa-i-arc-rooms-amp-apartments
Poland,Medium Room,Couple,en,2024-08,6.0,2024-08-26,2,Numa Arc - numa-i-arc-rooms-amp-apartments
