user_country,room_view,stay_type,original_lang,Month,rating,review_post_date,stay_duration_days,combined_name
Ireland,Medium Room,Family,en,2024-10,10.0,2024-10-20,2,Numa Vogelweider - numa-salzburg-vogelweider
Malaysia,Medium Room,Couple,en,2024-10,9.0,2024-10-19,3,Numa Vogelweider - numa-salzburg-vogelweider
Thailand,Medium Room,Couple,en-us,2024-10,10.0,2024-10-18,2,Numa Vogelweider - numa-salzburg-vogelweider
Canada,Medium Room,Couple,en,2024-10,10.0,2024-10-17,1,Numa Vogelweider - numa-salzburg-vogelweider
North Macedonia,Medium Room,Group,en-us,2024-10,10.0,2024-10-15,3,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room - Twin Bed,Couple,en,2024-10,10.0,2024-10-13,4,Numa Vogelweider - numa-salzburg-vogelweider
Sweden,Medium Room,Couple,en-us,2024-10,9.0,2024-10-11,3,Numa Vogelweider - numa-salzburg-vogelweider
Palestinian Territory,Medium Room,Couple,en-us,2024-10,10.0,2024-10-07,2,Numa Vogelweider - numa-salzburg-vogelweider
United States,Medium Room,Couple,en-us,2024-10,8.0,2024-10-07,2,Numa Vogelweider - numa-salzburg-vogelweider
Canada,Medium Room,Couple,en-us,2024-10,10.0,2024-10-06,4,Numa Vogelweider - numa-salzburg-vogelweider
United Kingdom,Medium Room - Accessible,Couple,en,2024-10,10.0,2024-10-05,2,Numa Vogelweider - numa-salzburg-vogelweider
United Kingdom,Medium Room,Couple,en,2024-10,9.0,2024-10-03,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,en,2024-10,9.0,2024-10-03,3,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Solo traveller,en,2024-10,9.0,2024-10-02,4,Numa Vogelweider - numa-salzburg-vogelweider
United Kingdom,Medium Room,Couple,en,2024-10,9.0,2024-10-02,2,Numa Vogelweider - numa-salzburg-vogelweider
Israel,Medium Room,Solo traveller,en,2024-10,10.0,2024-10-01,3,Numa Vogelweider - numa-salzburg-vogelweider
Australia,Medium Room,Couple,en,2024-10,8.0,2024-10-01,1,Numa Vogelweider - numa-salzburg-vogelweider
India,Medium Room,Group,en-us,2024-10,10.0,2024-10-01,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Solo traveller,en-us,2024-09,9.0,2024-09-29,2,Numa Vogelweider - numa-salzburg-vogelweider
Ireland,Medium Room - Accessible,Couple,en,2024-09,10.0,2024-09-29,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,en-us,2024-09,8.0,2024-09-29,2,Numa Vogelweider - numa-salzburg-vogelweider
United States,Medium Room - Twin Bed,Couple,en-us,2024-09,9.0,2024-09-29,2,Numa Vogelweider - numa-salzburg-vogelweider
Taiwan,Medium Room,Solo traveller,en,2024-09,10.0,2024-09-29,2,Numa Vogelweider - numa-salzburg-vogelweider
Turkey,Medium Room,Couple,en-us,2024-09,8.0,2024-09-28,4,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Couple,en,2024-09,10.0,2024-09-28,4,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,en-us,2024-09,10.0,2024-09-24,2,Numa Vogelweider - numa-salzburg-vogelweider
India,Medium Room,Couple,en,2024-09,8.0,2024-09-23,3,Numa Vogelweider - numa-salzburg-vogelweider
United Kingdom,Medium Room,Couple,en,2024-09,9.0,2024-09-22,8,Numa Vogelweider - numa-salzburg-vogelweider
Hungary,Medium Room - Twin Bed,Family,en,2024-09,9.0,2024-09-22,3,Numa Vogelweider - numa-salzburg-vogelweider
United States,Medium Room,Couple,en-us,2024-09,8.0,2024-09-19,3,Numa Vogelweider - numa-salzburg-vogelweider
Australia,Medium Room - Twin Bed,Couple,en,2024-09,10.0,2024-09-17,1,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Solo traveller,en,2024-09,10.0,2024-09-16,3,Numa Vogelweider - numa-salzburg-vogelweider
Australia,Medium Room,Couple,en,2024-09,10.0,2024-09-16,3,Numa Vogelweider - numa-salzburg-vogelweider
United Kingdom,Medium Room,Couple,en,2024-09,8.0,2024-09-15,5,Numa Vogelweider - numa-salzburg-vogelweider
United Kingdom,Medium Room,Couple,en,2024-09,9.0,2024-09-15,2,Numa Vogelweider - numa-salzburg-vogelweider
Czech Republic,Medium Room,Couple,en,2024-09,10.0,2024-09-13,3,Numa Vogelweider - numa-salzburg-vogelweider
United States,Medium Room,Couple,en-us,2024-09,10.0,2024-09-12,5,Numa Vogelweider - numa-salzburg-vogelweider
Israel,Medium Room,Couple,en,2024-09,10.0,2024-09-12,4,Numa Vogelweider - numa-salzburg-vogelweider
Greece,Extra Large Room with Sofa Bed and Separate Living Area,Family,en,2024-09,10.0,2024-09-11,2,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Solo traveller,en,2024-09,10.0,2024-09-10,3,Numa Vogelweider - numa-salzburg-vogelweider
India,Medium Room,Couple,en,2024-09,9.0,2024-09-09,4,Numa Vogelweider - numa-salzburg-vogelweider
Vietnam,Medium Room,Family,en-us,2024-09,9.0,2024-09-08,2,Numa Vogelweider - numa-salzburg-vogelweider
India,Medium Room,Couple,en,2024-09,10.0,2024-09-08,2,Numa Vogelweider - numa-salzburg-vogelweider
India,Extra Large Room with Sofa Bed and Separate Living Area,Group,en-us,2024-09,8.0,2024-09-06,1,Numa Vogelweider - numa-salzburg-vogelweider
Finland,Medium Room,Family,en,2024-09,10.0,2024-09-06,5,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Couple,en,2024-09,10.0,2024-09-06,3,Numa Vogelweider - numa-salzburg-vogelweider
Malaysia,Medium Room,Couple,en,2024-09,10.0,2024-09-05,2,Numa Vogelweider - numa-salzburg-vogelweider
India,Medium Room,Couple,en,2024-09,9.0,2024-09-05,3,Numa Vogelweider - numa-salzburg-vogelweider
Finland,Medium Room - Twin Bed,Couple,en,2024-09,9.0,2024-09-04,2,Numa Vogelweider - numa-salzburg-vogelweider
United Kingdom,Medium Room,Couple,en,2024-09,9.0,2024-09-04,3,Numa Vogelweider - numa-salzburg-vogelweider
Australia,Medium Room,Family,en,2024-09,9.0,2024-09-02,1,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Couple,en,2024-08,8.0,2024-08-31,1,Numa Vogelweider - numa-salzburg-vogelweider
Australia,Medium Room,Couple,en-us,2024-08,10.0,2024-08-31,4,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,en-us,2024-08,9.0,2024-08-29,2,Numa Vogelweider - numa-salzburg-vogelweider
South Korea,Medium Room,Couple,en,2024-08,10.0,2024-08-28,3,Numa Vogelweider - numa-salzburg-vogelweider
Egypt,Medium Room,Couple,en,2024-08,10.0,2024-08-27,4,Numa Vogelweider - numa-salzburg-vogelweider
Czech Republic,Medium Room,Couple,en,2024-08,9.0,2024-08-25,3,Numa Vogelweider - numa-salzburg-vogelweider
United Kingdom,Medium Room,Couple,en,2024-08,8.0,2024-08-24,2,Numa Vogelweider - numa-salzburg-vogelweider
United States,Extra Large Room with Sofa Bed and Separate Living Area,Family,en-us,2024-08,10.0,2024-08-22,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,en-us,2024-08,10.0,2024-08-21,3,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Couple,en,2024-08,10.0,2024-08-17,4,Numa Vogelweider - numa-salzburg-vogelweider
Canada,Medium Room,Group,en-us,2024-08,10.0,2024-08-14,3,Numa Vogelweider - numa-salzburg-vogelweider
India,Medium Room,Family,en,2024-08,10.0,2024-08-13,2,Numa Vogelweider - numa-salzburg-vogelweider
Saudi Arabia,Medium Room,Family,en-us,2024-08,9.0,2024-08-11,2,Numa Vogelweider - numa-salzburg-vogelweider
Saudi Arabia,Medium Room,Family,en-us,2024-08,9.0,2024-08-11,2,Numa Vogelweider - numa-salzburg-vogelweider
Luxembourg,Medium Room,Family,en,2024-08,9.0,2024-08-11,2,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Couple,en-us,2024-08,10.0,2024-08-08,3,Numa Vogelweider - numa-salzburg-vogelweider
Switzerland,Medium Room,Couple,en,2024-08,10.0,2024-08-07,3,Numa Vogelweider - numa-salzburg-vogelweider
Czech Republic,Extra Large Room with Sofa Bed and Separate Living Area,Group,en,2024-08,9.0,2024-08-07,2,Numa Vogelweider - numa-salzburg-vogelweider
Switzerland,Medium Room,Couple,en-us,2024-08,10.0,2024-08-05,2,Numa Vogelweider - numa-salzburg-vogelweider
Saudi Arabia,Medium Room,Group,en-us,2024-08,9.0,2024-08-04,3,Numa Vogelweider - numa-salzburg-vogelweider
United Kingdom,Medium Room - Twin Bed,Couple,en,2024-07,8.0,2024-07-31,4,Numa Vogelweider - numa-salzburg-vogelweider
Saudi Arabia,Medium Room,Solo traveller,en,2024-07,9.0,2024-07-30,2,Numa Vogelweider - numa-salzburg-vogelweider
Ireland,Medium Room - Accessible,Couple,en,2024-07,10.0,2024-07-22,1,Numa Vogelweider - numa-salzburg-vogelweider
United Kingdom,Medium Room,Couple,en,2024-07,10.0,2024-07-19,2,Numa Vogelweider - numa-salzburg-vogelweider
United States,Medium Room,Solo traveller,en-us,2024-07,10.0,2024-07-18,4,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Solo traveller,en,2024-07,8.0,2024-07-16,4,Numa Vogelweider - numa-salzburg-vogelweider
Switzerland,Medium Room,Family,en-us,2024-12,7.0,2024-12-24,3,Numa Vogelweider - numa-salzburg-vogelweider
United States,Medium Room,Couple,en-us,2024-12,7.0,2024-12-03,2,Numa Vogelweider - numa-salzburg-vogelweider
Bahrain,Medium Room,Group,en-us,2024-11,1.0,2024-11-15,4,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,en,2024-09,7.0,2024-09-29,3,Numa Vogelweider - numa-salzburg-vogelweider
Saudi Arabia,Medium Room,Family,en-us,2024-09,7.0,2024-09-17,3,Numa Vogelweider - numa-salzburg-vogelweider
United States,Medium Room,Solo traveller,en-us,2024-08,6.0,2024-08-25,3,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Group,en,2024-08,7.0,2024-08-15,2,Numa Vogelweider - numa-salzburg-vogelweider
Estonia,Medium Room,Couple,en,2024-08,7.0,2024-08-11,2,Numa Vogelweider - numa-salzburg-vogelweider
North Macedonia,Medium Room,Group,en,2024-08,7.0,2024-08-10,2,Numa Vogelweider - numa-salzburg-vogelweider
Canada,Medium Room,Couple,en-us,2024-08,6.0,2024-08-02,1,Numa Vogelweider - numa-salzburg-vogelweider
Switzerland,Medium Room - Twin Bed,Group,en,2024-07,7.0,2024-07-15,2,Numa Vogelweider - numa-salzburg-vogelweider
Sweden,Medium Room - Twin Bed,Couple,en-us,2024-07,1.0,2024-07-11,1,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Family,de,2024-12,10.0,2024-12-31,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Solo traveller,de,2024-12,10.0,2024-12-31,1,Numa Vogelweider - numa-salzburg-vogelweider
Spain,Medium Room - Twin Bed,Couple,es,2024-12,8.0,2024-12-30,2,Numa Vogelweider - numa-salzburg-vogelweider
Slovenia,Medium Room,Couple,sl,2024-12,10.0,2024-12-30,2,Numa Vogelweider - numa-salzburg-vogelweider
Ukraine,Medium Room,Couple,ru,2024-12,10.0,2024-12-28,2,Numa Vogelweider - numa-salzburg-vogelweider
Spain,Medium Room,Family,es,2024-12,9.0,2024-12-28,4,Numa Vogelweider - numa-salzburg-vogelweider
Portugal,Medium Room - Accessible,Couple,pt,2024-12,9.0,2024-12-26,2,Numa Vogelweider - numa-salzburg-vogelweider
Bosnia and Herzegovina,Medium Room,Family,hr,2024-12,10.0,2024-12-25,2,Numa Vogelweider - numa-salzburg-vogelweider
China,Medium Room,Family,zh,2024-12,9.0,2024-12-24,2,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Group,ro,2024-12,10.0,2024-12-23,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Family,de,2024-12,10.0,2024-12-23,2,Numa Vogelweider - numa-salzburg-vogelweider
Argentina,Medium Room - Twin Bed,Family,es-ar,2024-12,10.0,2024-12-23,2,Numa Vogelweider - numa-salzburg-vogelweider
Saudi Arabia,Medium Room,Couple,ar,2024-12,8.0,2024-12-19,2,Numa Vogelweider - numa-salzburg-vogelweider
Hungary,Medium Room,Couple,hu,2024-12,9.0,2024-12-18,3,Numa Vogelweider - numa-salzburg-vogelweider
Greece,Extra Large Room with Sofa Bed and Separate Living Area,Family,el,2024-12,10.0,2024-12-13,4,Numa Vogelweider - numa-salzburg-vogelweider
Greece,Medium Room,Couple,el,2024-12,10.0,2024-12-11,2,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Couple,ro,2024-12,9.0,2024-12-10,4,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Family,ro,2024-12,9.0,2024-12-10,2,Numa Vogelweider - numa-salzburg-vogelweider
Greece,Extra Large Room with Sofa Bed and Separate Living Area,Family,el,2024-12,10.0,2024-12-08,2,Numa Vogelweider - numa-salzburg-vogelweider
Italy,Medium Room,Couple,it,2024-12,10.0,2024-12-07,2,Numa Vogelweider - numa-salzburg-vogelweider
Hungary,Medium Room - Twin Bed,Solo traveller,hu,2024-12,10.0,2024-12-07,1,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Extra Large Room with Sofa Bed and Separate Living Area,Group,ro,2024-12,10.0,2024-12-07,3,Numa Vogelweider - numa-salzburg-vogelweider
Czech Republic,Medium Room - Twin Bed,Couple,cs,2024-12,10.0,2024-12-07,2,Numa Vogelweider - numa-salzburg-vogelweider
Italy,Medium Room,Couple,it,2024-12,8.0,2024-12-06,4,Numa Vogelweider - numa-salzburg-vogelweider
France,Medium Room,Couple,fr,2024-12,9.0,2024-12-05,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,de,2024-12,9.0,2024-12-04,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Group,de,2024-12,10.0,2024-12-03,2,Numa Vogelweider - numa-salzburg-vogelweider
Japan,Medium Room,Solo traveller,ja,2024-12,10.0,2024-12-01,2,Numa Vogelweider - numa-salzburg-vogelweider
Spain,Medium Room - Twin Bed,Couple,es,2024-12,9.0,2024-12-01,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Family,de,2024-11,10.0,2024-11-29,2,Numa Vogelweider - numa-salzburg-vogelweider
Italy,Medium Room,Couple,it,2024-11,9.0,2024-11-29,4,Numa Vogelweider - numa-salzburg-vogelweider
Czech Republic,Medium Room,Couple,sk,2024-11,9.0,2024-11-28,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,de,2024-11,9.0,2024-11-28,3,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Couple,ro,2024-11,10.0,2024-11-25,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,de,2024-11,10.0,2024-11-25,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,de,2024-11,9.0,2024-11-24,2,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Couple,ro,2024-11,10.0,2024-11-24,2,Numa Vogelweider - numa-salzburg-vogelweider
Portugal,Medium Room,Couple,pt,2024-11,10.0,2024-11-23,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room - Twin Bed,Solo traveller,de,2024-11,9.0,2024-11-23,4,Numa Vogelweider - numa-salzburg-vogelweider
United Kingdom,Medium Room - Twin Bed,Couple,ro,2024-11,10.0,2024-11-22,1,Numa Vogelweider - numa-salzburg-vogelweider
Slovakia,Medium Room,Solo traveller,de,2024-11,9.0,2024-11-21,2,Numa Vogelweider - numa-salzburg-vogelweider
Russia,Medium Room,Couple,ru,2024-11,10.0,2024-11-20,1,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Solo traveller,de,2024-11,9.0,2024-11-18,3,Numa Vogelweider - numa-salzburg-vogelweider
Spain,Medium Room - Accessible,Couple,es,2024-11,9.0,2024-11-17,3,Numa Vogelweider - numa-salzburg-vogelweider
Italy,Medium Room,Solo traveller,pt-br,2024-11,10.0,2024-11-17,2,Numa Vogelweider - numa-salzburg-vogelweider
Italy,Medium Room,Couple,it,2024-11,10.0,2024-11-15,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Solo traveller,de,2024-11,9.0,2024-11-15,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Solo traveller,de,2024-11,9.0,2024-11-15,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room - Twin Bed,Solo traveller,de,2024-11,9.0,2024-11-13,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room - Twin Bed,Group,de,2024-11,9.0,2024-11-13,2,Numa Vogelweider - numa-salzburg-vogelweider
Ukraine,Medium Room,Group,uk,2024-11,10.0,2024-11-12,4,Numa Vogelweider - numa-salzburg-vogelweider
Italy,Medium Room,Couple,it,2024-11,10.0,2024-11-11,5,Numa Vogelweider - numa-salzburg-vogelweider
Ukraine,Medium Room - Twin Bed,Group,uk,2024-11,9.0,2024-11-10,1,Numa Vogelweider - numa-salzburg-vogelweider
Switzerland,Medium Room - Twin Bed,Couple,de,2024-11,9.0,2024-11-08,3,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Group,hu,2024-11,9.0,2024-11-07,2,Numa Vogelweider - numa-salzburg-vogelweider
Czech Republic,Medium Room,Family,cs,2024-11,10.0,2024-11-05,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room - Twin Bed,Family,ru,2024-11,9.0,2024-11-04,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room - Twin Bed,Couple,de,2024-11,10.0,2024-11-04,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,de,2024-11,9.0,2024-11-04,3,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,de,2024-11,9.0,2024-11-03,3,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Family,ru,2024-11,9.0,2024-11-02,2,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Couple,ro,2024-11,9.0,2024-11-01,2,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Couple,ro,2024-10,9.0,2024-10-29,3,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room - Twin Bed,Couple,de,2024-10,8.0,2024-10-29,2,Numa Vogelweider - numa-salzburg-vogelweider
Croatia,Medium Room,Family,hr,2024-10,9.0,2024-10-28,1,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Extra Large Room with Sofa Bed and Separate Living Area,Family,de,2024-10,9.0,2024-10-25,1,Numa Vogelweider - numa-salzburg-vogelweider
China,Medium Room - Twin Bed,Group,zh,2024-10,10.0,2024-10-24,2,Numa Vogelweider - numa-salzburg-vogelweider
Israel,Medium Room,Couple,he,2024-10,10.0,2024-10-23,2,Numa Vogelweider - numa-salzburg-vogelweider
Russia,Medium Room,Couple,ru,2024-10,10.0,2024-10-23,2,Numa Vogelweider - numa-salzburg-vogelweider
Saudi Arabia,Medium Room,Couple,ar,2024-10,10.0,2024-10-22,1,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Group,de,2024-10,8.0,2024-10-22,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Group,de,2024-10,9.0,2024-10-22,4,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,sk,2024-10,10.0,2024-10-21,2,Numa Vogelweider - numa-salzburg-vogelweider
Spain,Medium Room,Group,es,2024-10,10.0,2024-10-20,1,Numa Vogelweider - numa-salzburg-vogelweider
Slovakia,Medium Room,Couple,sk,2024-10,8.0,2024-10-20,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Solo traveller,de,2024-10,8.0,2024-10-19,3,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,de,2024-10,10.0,2024-10-19,3,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Group,de,2024-10,9.0,2024-10-18,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Solo traveller,de,2024-10,9.0,2024-10-18,2,Numa Vogelweider - numa-salzburg-vogelweider
China,Medium Room,Family,zh,2024-10,10.0,2024-10-17,3,Numa Vogelweider - numa-salzburg-vogelweider
Italy,Medium Room,Couple,it,2024-10,9.0,2024-10-17,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,de,2024-10,8.0,2024-10-16,3,Numa Vogelweider - numa-salzburg-vogelweider
Switzerland,Medium Room,Family,uk,2024-10,10.0,2024-10-15,4,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,de,2024-10,8.0,2024-10-14,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Solo traveller,de,2024-10,10.0,2024-10-14,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,de,2024-10,9.0,2024-10-14,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Solo traveller,hu,2024-10,10.0,2024-10-13,2,Numa Vogelweider - numa-salzburg-vogelweider
Finland,Medium Room - Twin Bed,Solo traveller,vi,2024-10,9.0,2024-10-11,4,Numa Vogelweider - numa-salzburg-vogelweider
Brazil,Medium Room,Couple,pt-br,2024-10,10.0,2024-10-11,2,Numa Vogelweider - numa-salzburg-vogelweider
Italy,Medium Room,Couple,de,2024-10,8.0,2024-10-10,3,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room - Twin Bed,Family,ro,2024-10,8.0,2024-10-08,3,Numa Vogelweider - numa-salzburg-vogelweider
Belgium,Medium Room,Couple,nl,2024-10,8.0,2024-10-07,2,Numa Vogelweider - numa-salzburg-vogelweider
Brazil,Medium Room,Couple,pt-br,2024-10,10.0,2024-10-07,1,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,de,2024-10,9.0,2024-10-06,2,Numa Vogelweider - numa-salzburg-vogelweider
Turkey,Medium Room - Twin Bed,Group,tr,2024-10,9.0,2024-10-06,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,de,2024-10,9.0,2024-10-05,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,de,2024-10,9.0,2024-10-05,3,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room - Accessible,Couple,de,2024-10,9.0,2024-10-04,2,Numa Vogelweider - numa-salzburg-vogelweider
Taiwan,Medium Room,Solo traveller,zh-tw,2024-10,10.0,2024-10-03,3,Numa Vogelweider - numa-salzburg-vogelweider
Poland,Medium Room,Couple,pl,2024-10,9.0,2024-10-03,2,Numa Vogelweider - numa-salzburg-vogelweider
Italy,Medium Room - Accessible,Solo traveller,it,2024-10,9.0,2024-10-01,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Solo traveller,de,2024-10,9.0,2024-10-01,2,Numa Vogelweider - numa-salzburg-vogelweider
Saudi Arabia,Medium Room,Couple,ar,2024-09,10.0,2024-09-28,2,Numa Vogelweider - numa-salzburg-vogelweider
Turkey,Medium Room,Solo traveller,tr,2024-09,10.0,2024-09-28,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,de,2024-09,10.0,2024-09-28,3,Numa Vogelweider - numa-salzburg-vogelweider
France,Medium Room - Twin Bed,Solo traveller,fr,2024-09,8.0,2024-09-28,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Solo traveller,de,2024-09,9.0,2024-09-27,4,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,de,2024-09,10.0,2024-09-27,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,de,2024-09,10.0,2024-09-26,2,Numa Vogelweider - numa-salzburg-vogelweider
Ukraine,Medium Room,Solo traveller,ru,2024-09,8.0,2024-09-24,4,Numa Vogelweider - numa-salzburg-vogelweider
Sweden,Medium Room,Couple,sv,2024-09,10.0,2024-09-24,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,ru,2024-09,10.0,2024-09-24,2,Numa Vogelweider - numa-salzburg-vogelweider
Bulgaria,Medium Room,Couple,bg,2024-09,10.0,2024-09-24,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,de,2024-09,10.0,2024-09-23,2,Numa Vogelweider - numa-salzburg-vogelweider
Spain,Medium Room,Family,es,2024-09,9.0,2024-09-21,3,Numa Vogelweider - numa-salzburg-vogelweider
Taiwan,Medium Room,Group,zh-tw,2024-09,10.0,2024-09-21,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Solo traveller,de,2024-09,9.0,2024-09-20,4,Numa Vogelweider - numa-salzburg-vogelweider
Netherlands,Medium Room,Couple,de,2024-09,8.0,2024-09-17,21,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Group,de,2024-09,9.0,2024-09-17,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,de,2024-09,8.0,2024-09-16,1,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room,Couple,ro,2024-09,10.0,2024-09-16,3,Numa Vogelweider - numa-salzburg-vogelweider
France,Medium Room,Family,fr,2024-09,8.0,2024-09-16,2,Numa Vogelweider - numa-salzburg-vogelweider
China,Medium Room - Accessible,Solo traveller,zh,2024-09,9.0,2024-09-10,3,Numa Vogelweider - numa-salzburg-vogelweider
Poland,Extra Large Room with Sofa Bed and Separate Living Area,Group,pl,2024-09,10.0,2024-09-10,2,Numa Vogelweider - numa-salzburg-vogelweider
Denmark,Medium Room,Couple,da,2024-09,10.0,2024-09-09,2,Numa Vogelweider - numa-salzburg-vogelweider
Hungary,Medium Room - Twin Bed,Group,hu,2024-09,10.0,2024-09-09,4,Numa Vogelweider - numa-salzburg-vogelweider
Romania,Medium Room - Twin Bed,Group,ro,2024-09,10.0,2024-09-08,1,Numa Vogelweider - numa-salzburg-vogelweider
China,Medium Room,Couple,zh,2024-09,10.0,2024-09-07,2,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Couple,de,2024-09,9.0,2024-09-06,2,Numa Vogelweider - numa-salzburg-vogelweider
Saudi Arabia,Medium Room - Twin Bed,Couple,ar,2024-09,10.0,2024-09-05,2,Numa Vogelweider - numa-salzburg-vogelweider
Spain,Extra Large Room with Sofa Bed and Separate Living Area,Family,es,2024-09,10.0,2024-09-03,1,Numa Vogelweider - numa-salzburg-vogelweider
Poland,Medium Room,Couple,pl,2024-09,10.0,2024-09-03,2,Numa Vogelweider - numa-salzburg-vogelweider
Czech Republic,Medium Room,Couple,cs,2024-09,8.0,2024-09-03,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Group,de,2024-09,9.0,2024-09-03,3,Numa Vogelweider - numa-salzburg-vogelweider
Austria,Medium Room,Family,de,2024-09,10.0,2024-09-02,1,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Family,de,2024-09,9.0,2024-09-01,2,Numa Vogelweider - numa-salzburg-vogelweider
Germany,Medium Room,Couple,de,2024-09,9.0,2024-09-01,2,Numa Vogelweider - numa-salzburg-vogelweider
Italy,Medium Room,Solo traveller,it,2024-08,9.0,2024-08-31,4,Numa Vogelweider - numa-salzburg-vogelweider
